rate,outcome,slope_per_10mm,standard_error,ci_lower,ci_upper,p_value,n_speakers,formula,input_sha256
normal,max_articulationrate,0.051169996798789197,0.17296592779431044,-0.30505999980633625,0.40739999340391464,0.76979677034294003,28,max_articulationrate ~ co_me_mean_mm_10 + height_cm_c,50d5962745589d87ede893b33196f20ecf49b395dac94a63eedc40fb55ed0722
normal,q95_articulationrate,-0.050368429007448812,0.14276909910341504,-0.3444068927527883,0.24367003473789067,0.72719826067263638,28,q95_articulationrate ~ co_me_mean_mm_10 + height_cm_c,50d5962745589d87ede893b33196f20ecf49b395dac94a63eedc40fb55ed0722
normal,max_speechrate,-0.045570805105410506,0.17679286154756393,-0.40968251931419436,0.31854090910337335,0.79869917571412374,28,max_speechrate ~ co_me_mean_mm_10 + height_cm_c,50d5962745589d87ede893b33196f20ecf49b395dac94a63eedc40fb55ed0722
normal,q95_speechrate,-0.094035884709108064,0.13335426886962815,-0.36868414262033611,0.18061237320211998,0.48723025886253329,28,q95_speechrate ~ co_me_mean_mm_10 + height_cm_c,50d5962745589d87ede893b33196f20ecf49b395dac94a63eedc40fb55ed0722
fast,max_articulationrate,-0.24226213994467816,0.13647822349698421,-0.52393934911365192,0.039415069224295607,0.088567210034674895,27,max_articulationrate ~ co_me_mean_mm_10 + height_cm_c,50d5962745589d87ede893b33196f20ecf49b395dac94a63eedc40fb55ed0722
fast,q95_articulationrate,-0.23586424255809879,0.13942659521456865,-0.52362659187413985,0.051898106757942264,0.10365433418487431,27,q95_articulationrate ~ co_me_mean_mm_10 + height_cm_c,50d5962745589d87ede893b33196f20ecf49b395dac94a63eedc40fb55ed0722
fast,max_speechrate,-0.1819443273896002,0.17506015322860474,-0.54325072583649914,0.17936207105729868,0.30901179379472837,27,max_speechrate ~ co_me_mean_mm_10 + height_cm_c,50d5962745589d87ede893b33196f20ecf49b395dac94a63eedc40fb55ed0722
fast,q95_speechrate,-0.22526005723610809,0.15016548081359124,-0.53518637709345973,0.084666262621243604,0.14663534342356718,27,q95_speechrate ~ co_me_mean_mm_10 + height_cm_c,50d5962745589d87ede893b33196f20ecf49b395dac94a63eedc40fb55ed0722
